Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Chocolate Liquor
chiselsandbits:block_bit:0, Chiseled Bit - Cocoa Butter
chiselsandbits:block_bit:0, Chiseled Bit - Molten Unsweetened Chocolate
chiselsandbits:block_bit:0, Chiseled Bit - Molten Dark Chocolate
chiselsandbits:block_bit:0, Chiseled Bit - Molten Milk Chocolate
chiselsandbits:block_bit:0, Chiseled Bit - Molten Sugar
chiselsandbits:block_bit:0, Chiseled Bit - Molten Gelatin
chiselsandbits:block_bit:0, Chiseled Bit - Hydrated Gelatin
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Marshmallow
chiselsandbits:block_bit:0, Chiseled Bit - Molten Lithium Fluoride
chiselsandbits:block_bit:0, Chiseled Bit - Molten Beryllium Fluoride
chiselsandbits:block_bit:0, Chiseled Bit - Molten FLiBe Salt Mixture
chiselsandbits:block_bit:0, Chiseled Bit - Molten Sodium Hydroxide
chiselsandbits:block_bit:0, Chiseled Bit - Molten Potassium Hydroxide
chiselsandbits:block_bit:0, Chiseled Bit - High Pressure Steam
chiselsandbits:block_bit:0, Chiseled Bit - Exhaust Steam
chiselsandbits:block_bit:0, Chiseled Bit - Low Pressure Steam
chiselsandbits:block_bit:0, Chiseled Bit - Low Quality Steam
chiselsandbits:block_bit:0, Chiseled Bit - Preheated Water
chiselsandbits:block_bit:0, Chiseled Bit - Condensate Water
chiselsandbits:block_bit:0, Chiseled Bit - Molten Potassium
chiselsandbits:block_bit:0, Chiseled Bit - Eutectic NaK Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Hot Eutectic NaK Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Emergency Coolant
chiselsandbits:block_bit:0, Chiseled Bit - Heated Emergency Coolant
chiselsandbits:block_bit:0, Chiseled Bit - Sublimated Arsenic
chiselsandbits:block_bit:0, Chiseled Bit - Molten Boron Arsenide
chiselsandbits:block_bit:0, Chiseled Bit - Silicon Carbide Vapor
chiselsandbits:block_bit:0, Chiseled Bit - Molten Alugentum
chiselsandbits:block_bit:0, Chiseled Bit - Molten Alumina
chiselsandbits:block_bit:0, Chiseled Bit - Molten Strontium-90
chiselsandbits:block_bit:0, Chiseled Bit - Molten Molybdenum
chiselsandbits:block_bit:0, Chiseled Bit - Molten Ruthenium-106
chiselsandbits:block_bit:0, Chiseled Bit - Molten Caesium-137
chiselsandbits:block_bit:0, Chiseled Bit - Molten Promethium-147
chiselsandbits:block_bit:0, Chiseled Bit - Molten Europium-155
chiselsandbits:block_bit:0, Chiseled Bit - Olive Oil
chiselsandbits:block_bit:0, Chiseled Bit - Ironberry Juice
chiselsandbits:block_bit:0, Chiseled Bit - Wildberry Juice
chiselsandbits:block_bit:0, Chiseled Bit - Grape Juice
chiselsandbits:block_bit:0, Chiseled Bit - Apple Juice
chiselsandbits:block_bit:0, Chiseled Bit - Ale Wort
chiselsandbits:block_bit:0, Chiseled Bit - Honey
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:tape_measure, Tape Measure
chiselsandbits:bittank, Chiseled Fluid Bit Tank
chiselsandbits:chiseled_wood, Chiseled Wood
chiselsandbits:chiseled_rock, Chiseled Rock
chiselsandbits:chiseled_iron, Chiseled Metal
chiselsandbits:chiseled_cloth, Chiseled Cloth
chiselsandbits:chiseled_ice, Chiseled Ice
chiselsandbits:chiseled_packedice, Chiseled Packed Ice
chiselsandbits:chiseled_clay, Chiseled Clay
chiselsandbits:chiseled_glass, Chiseled Glass
chiselsandbits:chiseled_sand, Chiseled Sand
chiselsandbits:chiseled_ground, Chiseled Ground
chiselsandbits:chiseled_grass, Chiseled Grass
chiselsandbits:chiseled_snow, Chiseled Snow
chiselsandbits:chiseled_fluid, Chiseled Fluid
chiselsandbits:chiseled_leaves, Chiseled Leaves
contenttweaker:dense_crystal, Dense Crystal
contenttweaker:titanium_clump, item.contenttweaker.titanium_clump.name
contenttweaker:ice_dirt:0, Icy Dirt
contenttweaker:copper_ore_proton, item.contenttweaker.copper_ore_proton.name
contenttweaker:emerald_ore_proton, item.contenttweaker.emerald_ore_proton.name
contenttweaker:conductiveiron_ore_proton, item.contenttweaker.conductiveiron_ore_proton.name
contenttweaker:mmupgrade_efficiancy_item:0, MM Machine Item Efficiancy Upgrade
contenttweaker:mithril_ore_nucleus, item.contenttweaker.mithril_ore_nucleus.name
contenttweaker:enderium_ore_proton, item.contenttweaker.enderium_ore_proton.name
contenttweaker:invar_ore_atom, item.contenttweaker.invar_ore_atom.name
contenttweaker:steel_ore_egg, item.contenttweaker.steel_ore_egg.name
contenttweaker:black_quartz_ore_atom, item.contenttweaker.black_quartz_ore_atom.name
contenttweaker:signalum_ore_nucleus, item.contenttweaker.signalum_ore_nucleus.name
contenttweaker:parrel_universe, Parrel Universe
contenttweaker:soularium_ore_egg, item.contenttweaker.soularium_ore_egg.name
contenttweaker:compact_metal_ingot, item.contenttweaker.compact_metal_ingot.name
contenttweaker:chaos_ore_egg, item.contenttweaker.chaos_ore_egg.name
contenttweaker:root, Root
contenttweaker:draconium_crystal, item.contenttweaker.draconium_crystal.name
contenttweaker:hp_machine_part, High Quality Machine Part
contenttweaker:electrum_ore_proton, item.contenttweaker.electrum_ore_proton.name
contenttweaker:terrasteel_ore_neutron, item.contenttweaker.terrasteel_ore_neutron.name
contenttweaker:enderium_ore_neutron, item.contenttweaker.enderium_ore_neutron.name
contenttweaker:glitched_ore_neutron, item.contenttweaker.glitched_ore_neutron.name
contenttweaker:aquamarine_ore_proton, item.contenttweaker.aquamarine_ore_proton.name
contenttweaker:draconium_ore_egg, item.contenttweaker.draconium_ore_egg.name
contenttweaker:compact_metal_nugget, item.contenttweaker.compact_metal_nugget.name
contenttweaker:energeticalloy_ore_molecule, item.contenttweaker.energeticalloy_ore_molecule.name
contenttweaker:quartz_flawed_gem, item.contenttweaker.quartz_flawed_gem.name
contenttweaker:high_purity_aquamarine, High Purity Aquamarine
contenttweaker:steel_ore_neutron, item.contenttweaker.steel_ore_neutron.name
contenttweaker:terrasteel_ore_atom, item.contenttweaker.terrasteel_ore_atom.name
contenttweaker:black_quartz_ore_molecule, item.contenttweaker.black_quartz_ore_molecule.name
contenttweaker:mana_egg_ore_proton, item.contenttweaker.mana_egg_ore_proton.name
contenttweaker:compact_metal_ore_nucleus, item.contenttweaker.compact_metal_ore_nucleus.name
contenttweaker:astral_knowledge, Knowledge Essense of the Sky
contenttweaker:sodium_plate, item.contenttweaker.sodium_plate.name
contenttweaker:starmetal_ore_proton, item.contenttweaker.starmetal_ore_proton.name
contenttweaker:electricsteel_ore_atom, item.contenttweaker.electricsteel_ore_atom.name
contenttweaker:lapis_ore_molecule, item.contenttweaker.lapis_ore_molecule.name
contenttweaker:coal_ore_egg, item.contenttweaker.coal_ore_egg.name
contenttweaker:redstone_ore_nucleus, item.contenttweaker.redstone_ore_nucleus.name
contenttweaker:empowered_block_chrysos:0, Empowered Chrysos Block
contenttweaker:starmetal_ore_electron, item.contenttweaker.starmetal_ore_electron.name
contenttweaker:sodium_nugget, item.contenttweaker.sodium_nugget.name
contenttweaker:titanium_ore_nucleus, item.contenttweaker.titanium_ore_nucleus.name
contenttweaker:aluminum_ore_molecule, item.contenttweaker.aluminum_ore_molecule.name
contenttweaker:energeticalloy_ore_proton, item.contenttweaker.energeticalloy_ore_proton.name
contenttweaker:elementium_ore_electron, item.contenttweaker.elementium_ore_electron.name
contenttweaker:nickel_ore_egg, item.contenttweaker.nickel_ore_egg.name
contenttweaker:awakeneddraconium_ore_molecule, item.contenttweaker.awakeneddraconium_ore_molecule.name
contenttweaker:uranium_ore_egg, item.contenttweaker.uranium_ore_egg.name
contenttweaker:electrum_ore_nucleus, item.contenttweaker.electrum_ore_nucleus.name
contenttweaker:emerald_ore_atom, item.contenttweaker.emerald_ore_atom.name
contenttweaker:chaos_gear, item.contenttweaker.chaos_gear.name
contenttweaker:iridium_ore_atom, item.contenttweaker.iridium_ore_atom.name
contenttweaker:lead_ore_molecule, item.contenttweaker.lead_ore_molecule.name
contenttweaker:titanium_ore_proton, item.contenttweaker.titanium_ore_proton.name
contenttweaker:copper_ore_molecule, item.contenttweaker.copper_ore_molecule.name
contenttweaker:compact_metal_gear, item.contenttweaker.compact_metal_gear.name
contenttweaker:mysterious_writing, Mysterious Writing
contenttweaker:lapis_ore_neutron, item.contenttweaker.lapis_ore_neutron.name
contenttweaker:quartz_ore_electron, item.contenttweaker.quartz_ore_electron.name
contenttweaker:diamond_chipped_gem, item.contenttweaker.diamond_chipped_gem.name
contenttweaker:iron_key, Iron Key
contenttweaker:compact_metal_ore_electron, item.contenttweaker.compact_metal_ore_electron.name
contenttweaker:titanium_ore_electron, item.contenttweaker.titanium_ore_electron.name
contenttweaker:aquamarine_flawless_gem, item.contenttweaker.aquamarine_flawless_gem.name
contenttweaker:invar_ore_electron, item.contenttweaker.invar_ore_electron.name
contenttweaker:darksteel_ore_neutron, item.contenttweaker.darksteel_ore_neutron.name
contenttweaker:uranium_ore_nucleus, item.contenttweaker.uranium_ore_nucleus.name
contenttweaker:chaos_ore_nucleus, item.contenttweaker.chaos_ore_nucleus.name
contenttweaker:precision_machine_part, Precision Processor
contenttweaker:mana_egg_ore_nucleus, item.contenttweaker.mana_egg_ore_nucleus.name
contenttweaker:endsteel_ore_atom, item.contenttweaker.endsteel_ore_atom.name
contenttweaker:glitched_ore_proton, item.contenttweaker.glitched_ore_proton.name
contenttweaker:platinum_ore_neutron, item.contenttweaker.platinum_ore_neutron.name
contenttweaker:energeticalloy_ore_neutron, item.contenttweaker.energeticalloy_ore_neutron.name
contenttweaker:aquamarine_flawed_gem, item.contenttweaker.aquamarine_flawed_gem.name
contenttweaker:lumium_ore_molecule, item.contenttweaker.lumium_ore_molecule.name
contenttweaker:conductiveiron_ore_molecule, item.contenttweaker.conductiveiron_ore_molecule.name
contenttweaker:iron_ore_egg, item.contenttweaker.iron_ore_egg.name
contenttweaker:lead_ore_neutron, item.contenttweaker.lead_ore_neutron.name
contenttweaker:ice_magma:0, Frozen Magma
contenttweaker:silver_ore_proton, item.contenttweaker.silver_ore_proton.name
contenttweaker:silicon_ore_egg, item.contenttweaker.silicon_ore_egg.name
contenttweaker:mithril_ore_molecule, item.contenttweaker.mithril_ore_molecule.name
contenttweaker:invar_ore_proton, item.contenttweaker.invar_ore_proton.name
contenttweaker:coal_ore_nucleus, item.contenttweaker.coal_ore_nucleus.name
contenttweaker:raw_precision_machine_part, Raw Precision Processor
contenttweaker:soularium_ore_molecule, item.contenttweaker.soularium_ore_molecule.name
contenttweaker:steamium_plate, Steamium Plate
contenttweaker:iron_ore_electron, item.contenttweaker.iron_ore_electron.name
contenttweaker:platinum_ore_egg, item.contenttweaker.platinum_ore_egg.name
contenttweaker:osmium_ore_atom, item.contenttweaker.osmium_ore_atom.name
contenttweaker:compact_metal_ore_molecule, item.contenttweaker.compact_metal_ore_molecule.name
contenttweaker:osmium_ore_neutron, item.contenttweaker.osmium_ore_neutron.name
contenttweaker:titanium_ore_molecule, item.contenttweaker.titanium_ore_molecule.name
contenttweaker:emerald_flawless_gem, item.contenttweaker.emerald_flawless_gem.name
contenttweaker:soularium_ore_electron, item.contenttweaker.soularium_ore_electron.name
contenttweaker:iron_ore_proton, item.contenttweaker.iron_ore_proton.name
contenttweaker:gold_ore_neutron, item.contenttweaker.gold_ore_neutron.name
contenttweaker:signalum_ore_proton, item.contenttweaker.signalum_ore_proton.name
contenttweaker:pulsatingiron_ore_electron, item.contenttweaker.pulsatingiron_ore_electron.name
contenttweaker:bronze_ore_electron, item.contenttweaker.bronze_ore_electron.name
contenttweaker:nickel_ore_nucleus, item.contenttweaker.nickel_ore_nucleus.name
contenttweaker:mithril_ore_proton, item.contenttweaker.mithril_ore_proton.name
contenttweaker:diamond_ore_electron, item.contenttweaker.diamond_ore_electron.name
contenttweaker:iridium_clump, item.contenttweaker.iridium_clump.name
contenttweaker:endsteel_ore_nucleus, item.contenttweaker.endsteel_ore_nucleus.name
contenttweaker:emerald_chipped_gem, item.contenttweaker.emerald_chipped_gem.name
contenttweaker:lead_ore_proton, item.contenttweaker.lead_ore_proton.name
contenttweaker:stone_shear, Stone Shears
contenttweaker:nickel_clump, item.contenttweaker.nickel_clump.name
contenttweaker:conductiveiron_ore_nucleus, item.contenttweaker.conductiveiron_ore_nucleus.name
contenttweaker:signalum_ore_molecule, item.contenttweaker.signalum_ore_molecule.name
contenttweaker:nickel_crystal, item.contenttweaker.nickel_crystal.name
contenttweaker:carbon_alloy, Carbon Alloy
contenttweaker:tin_ore_neutron, item.contenttweaker.tin_ore_neutron.name
contenttweaker:twilight_ingot, Twilight Essense Ingot
contenttweaker:starmetal_ore_atom, item.contenttweaker.starmetal_ore_atom.name
contenttweaker:redstonealloy_ore_neutron, item.contenttweaker.redstonealloy_ore_neutron.name
contenttweaker:nickel_ore_proton, item.contenttweaker.nickel_ore_proton.name
contenttweaker:coal_ore_atom, item.contenttweaker.coal_ore_atom.name
contenttweaker:crude_pylon, Crude Gaia Pylon
contenttweaker:draconium_shard, item.contenttweaker.draconium_shard.name
contenttweaker:easter_egg, Easter Egg
contenttweaker:copper_ore_nucleus, item.contenttweaker.copper_ore_nucleus.name
contenttweaker:vibrantalloy_ore_nucleus, item.contenttweaker.vibrantalloy_ore_nucleus.name
contenttweaker:uranium_ore_neutron, item.contenttweaker.uranium_ore_neutron.name
contenttweaker:energeticalloy_ore_electron, item.contenttweaker.energeticalloy_ore_electron.name
contenttweaker:diamond_ore_nucleus, item.contenttweaker.diamond_ore_nucleus.name
contenttweaker:mana_egg_ore_neutron, item.contenttweaker.mana_egg_ore_neutron.name
contenttweaker:electricsteel_ore_neutron, item.contenttweaker.electricsteel_ore_neutron.name
contenttweaker:aluminum_ore_neutron, item.contenttweaker.aluminum_ore_neutron.name
contenttweaker:mithril_ore_egg, item.contenttweaker.mithril_ore_egg.name
contenttweaker:mana_egg_ore_molecule, item.contenttweaker.mana_egg_ore_molecule.name
contenttweaker:coal_ore_proton, item.contenttweaker.coal_ore_proton.name
contenttweaker:mithril_ore_atom, item.contenttweaker.mithril_ore_atom.name
contenttweaker:coal_ore_molecule, item.contenttweaker.coal_ore_molecule.name
contenttweaker:electricsteel_ore_egg, item.contenttweaker.electricsteel_ore_egg.name
contenttweaker:lapis_ore_electron, item.contenttweaker.lapis_ore_electron.name
contenttweaker:iridium_ore_molecule, item.contenttweaker.iridium_ore_molecule.name
contenttweaker:ice_soulsand:0, Subzero Ash
contenttweaker:bronze_ore_atom, item.contenttweaker.bronze_ore_atom.name
contenttweaker:focus_star:0, Starlight Focusing Unit
contenttweaker:iridium_ore_nucleus, item.contenttweaker.iridium_ore_nucleus.name
contenttweaker:silicon_ore_proton, item.contenttweaker.silicon_ore_proton.name
contenttweaker:redstone_ore_egg, item.contenttweaker.redstone_ore_egg.name
contenttweaker:gold_ore_molecule, item.contenttweaker.gold_ore_molecule.name
contenttweaker:invar_ore_egg, item.contenttweaker.invar_ore_egg.name
contenttweaker:chicken_essense, Chicken Essense Egg
contenttweaker:steamium_gear_1, Cracked Steamium Gear
contenttweaker:bronze_ore_egg, item.contenttweaker.bronze_ore_egg.name
contenttweaker:steamium_processor, Steamium Processor
contenttweaker:chaos_ore_atom, item.contenttweaker.chaos_ore_atom.name
contenttweaker:quartz_ore_nucleus, item.contenttweaker.quartz_ore_nucleus.name
contenttweaker:uranium_ore_molecule, item.contenttweaker.uranium_ore_molecule.name
contenttweaker:aquamarine_ore_electron, item.contenttweaker.aquamarine_ore_electron.name
contenttweaker:uu_matter_233, UU Matter Crystal-233
contenttweaker:manasteel_ore_egg, item.contenttweaker.manasteel_ore_egg.name
contenttweaker:silicon_ore_nucleus, item.contenttweaker.silicon_ore_nucleus.name
contenttweaker:gold_ore_atom, item.contenttweaker.gold_ore_atom.name
contenttweaker:awakeneddraconium_ore_nucleus, item.contenttweaker.awakeneddraconium_ore_nucleus.name
contenttweaker:compact_metal_ore_egg, item.contenttweaker.compact_metal_ore_egg.name
contenttweaker:nickel_ore_electron, item.contenttweaker.nickel_ore_electron.name
contenttweaker:simple_machine_core, Simple Machine Core
contenttweaker:coal_flawed_gem, item.contenttweaker.coal_flawed_gem.name
contenttweaker:mana_egg_ore_egg, item.contenttweaker.mana_egg_ore_egg.name
contenttweaker:mithril_ore_electron, item.contenttweaker.mithril_ore_electron.name
contenttweaker:coal_chipped_gem, item.contenttweaker.coal_chipped_gem.name
contenttweaker:steamium_processor_1, Printed Steamium Circuit
contenttweaker:sodium_ore_molecule, item.contenttweaker.sodium_ore_molecule.name
contenttweaker:silver_ore_neutron, item.contenttweaker.silver_ore_neutron.name
contenttweaker:terrasteel_gear, Terrasteel Gear
contenttweaker:elementium_ore_nucleus, item.contenttweaker.elementium_ore_nucleus.name
contenttweaker:aluminum_ore_proton, item.contenttweaker.aluminum_ore_proton.name
contenttweaker:compressed_iron, Compressed Steel Ingot
contenttweaker:iron_ore_molecule, item.contenttweaker.iron_ore_molecule.name
contenttweaker:ovsimchamber1:0, Overworld Simulation Chamber (OUT)
contenttweaker:uu_matter_249, UU Matter Crystal-249
contenttweaker:compact_metal_rod, item.contenttweaker.compact_metal_rod.name
contenttweaker:titanium_shard, item.contenttweaker.titanium_shard.name
contenttweaker:soularium_ore_nucleus, item.contenttweaker.soularium_ore_nucleus.name
contenttweaker:terrasteel_ore_nucleus, item.contenttweaker.terrasteel_ore_nucleus.name
contenttweaker:lumium_ore_nucleus, item.contenttweaker.lumium_ore_nucleus.name
contenttweaker:steamium_1, Cracked Steamium
contenttweaker:quartz_ore_egg, item.contenttweaker.quartz_ore_egg.name
contenttweaker:terrasteel_plate, Terrasteel Plate
contenttweaker:darksteel_ore_electron, item.contenttweaker.darksteel_ore_electron.name
contenttweaker:emerald_ore_neutron, item.contenttweaker.emerald_ore_neutron.name
contenttweaker:terrasteel_ore_proton, item.contenttweaker.terrasteel_ore_proton.name
contenttweaker:electrum_ore_electron, item.contenttweaker.electrum_ore_electron.name
contenttweaker:manasteel_ore_electron, item.contenttweaker.manasteel_ore_electron.name
contenttweaker:glitchchamber:0, Glitch Chamber
contenttweaker:compact_metal_plate, item.contenttweaker.compact_metal_plate.name
contenttweaker:endsteel_ore_molecule, item.contenttweaker.endsteel_ore_molecule.name
contenttweaker:quartz_ore_proton, item.contenttweaker.quartz_ore_proton.name
contenttweaker:ice_gravel:0, Icy Gravel
contenttweaker:platinum_ore_electron, item.contenttweaker.platinum_ore_electron.name
contenttweaker:enderium_ore_molecule, item.contenttweaker.enderium_ore_molecule.name
contenttweaker:diamond_ore_proton, item.contenttweaker.diamond_ore_proton.name
contenttweaker:sodium_ore_nucleus, item.contenttweaker.sodium_ore_nucleus.name
contenttweaker:hard_brick_1, Unfired Hardened Brick
contenttweaker:diamond_ore_egg, item.contenttweaker.diamond_ore_egg.name
contenttweaker:compressed_signalum:0, Compressed Signalum Block
contenttweaker:aluminum_crystal, item.contenttweaker.aluminum_crystal.name
contenttweaker:draconium_ore_neutron, item.contenttweaker.draconium_ore_neutron.name
contenttweaker:lead_ore_egg, item.contenttweaker.lead_ore_egg.name
contenttweaker:draconium_dirty_dust, item.contenttweaker.draconium_dirty_dust.name
contenttweaker:strong_metal_key_e, Metal Alloy Port Key
contenttweaker:diamond_flawless_gem, item.contenttweaker.diamond_flawless_gem.name
contenttweaker:awakeneddraconium_ore_egg, item.contenttweaker.awakeneddraconium_ore_egg.name
contenttweaker:electrum_ore_atom, item.contenttweaker.electrum_ore_atom.name
contenttweaker:meme3, Boss Singularity
contenttweaker:electrum_ore_neutron, item.contenttweaker.electrum_ore_neutron.name
contenttweaker:meme2, Charged Coconut
contenttweaker:sodium_ore_atom, item.contenttweaker.sodium_ore_atom.name
contenttweaker:meme1:0, Rastervision
contenttweaker:diamond_ore_atom, item.contenttweaker.diamond_ore_atom.name
contenttweaker:meme4, BlasterBlast
contenttweaker:quartz_flawless_gem, item.contenttweaker.quartz_flawless_gem.name
contenttweaker:iridium_ore_egg, item.contenttweaker.iridium_ore_egg.name
contenttweaker:bronze_ore_neutron, item.contenttweaker.bronze_ore_neutron.name
contenttweaker:tin_ore_atom, item.contenttweaker.tin_ore_atom.name
contenttweaker:iridium_crystal, item.contenttweaker.iridium_crystal.name
contenttweaker:tin_ore_proton, item.contenttweaker.tin_ore_proton.name
contenttweaker:hard_brick, Hardened Brick
contenttweaker:manasteel_ore_nucleus, item.contenttweaker.manasteel_ore_nucleus.name
contenttweaker:iridium_ore_proton, item.contenttweaker.iridium_ore_proton.name
contenttweaker:soularium_ore_proton, item.contenttweaker.soularium_ore_proton.name
contenttweaker:tin_ore_egg, item.contenttweaker.tin_ore_egg.name
contenttweaker:black_quartz_ore_nucleus, item.contenttweaker.black_quartz_ore_nucleus.name
contenttweaker:iridium_shard, item.contenttweaker.iridium_shard.name
contenttweaker:nickel_ore_atom, item.contenttweaker.nickel_ore_atom.name
contenttweaker:chaos_nugget, item.contenttweaker.chaos_nugget.name
contenttweaker:strong_metal_key, Metal Alloy Key
contenttweaker:starmetal_ore_nucleus, item.contenttweaker.starmetal_ore_nucleus.name
contenttweaker:starmetal_ore_molecule, item.contenttweaker.starmetal_ore_molecule.name
contenttweaker:elementium_ore_atom, item.contenttweaker.elementium_ore_atom.name
contenttweaker:aluminum_ore_egg, item.contenttweaker.aluminum_ore_egg.name
contenttweaker:uranium_ore_atom, item.contenttweaker.uranium_ore_atom.name
contenttweaker:gaia_spirit_egg, Gaia Spirit Embedded Egg
contenttweaker:awakeneddraconium_ore_proton, item.contenttweaker.awakeneddraconium_ore_proton.name
contenttweaker:ghoul_flesh, Ghoul Flesh
contenttweaker:invar_ore_neutron, item.contenttweaker.invar_ore_neutron.name
contenttweaker:steamium_key_e, Steamium Port Key
contenttweaker:silicon_ore_molecule, item.contenttweaker.silicon_ore_molecule.name
contenttweaker:ovsimchamber:0, Overworld Simulation Chamber (IN)
contenttweaker:uu_matter, UU Matter Crystal
contenttweaker:enderium_ore_nucleus, item.contenttweaker.enderium_ore_nucleus.name
contenttweaker:lead_ore_electron, item.contenttweaker.lead_ore_electron.name
contenttweaker:steel_ore_electron, item.contenttweaker.steel_ore_electron.name
contenttweaker:copper_ore_egg, item.contenttweaker.copper_ore_egg.name
contenttweaker:energeticalloy_ore_nucleus, item.contenttweaker.energeticalloy_ore_nucleus.name
contenttweaker:darksteel_ore_nucleus, item.contenttweaker.darksteel_ore_nucleus.name
contenttweaker:electricsteel_ore_electron, item.contenttweaker.electricsteel_ore_electron.name
contenttweaker:terrasteel_ore_molecule, item.contenttweaker.terrasteel_ore_molecule.name
contenttweaker:sodium_gear, item.contenttweaker.sodium_gear.name
contenttweaker:sodium_ore_proton, item.contenttweaker.sodium_ore_proton.name
contenttweaker:dying_mana_chicken, Dying Mana Chicken
contenttweaker:crystal_heart, Crystal Heart
contenttweaker:black_quartz_ore_proton, item.contenttweaker.black_quartz_ore_proton.name
contenttweaker:enderium_ore_egg, item.contenttweaker.enderium_ore_egg.name
contenttweaker:elementium_ore_egg, item.contenttweaker.elementium_ore_egg.name
contenttweaker:lumium_ore_proton, item.contenttweaker.lumium_ore_proton.name
contenttweaker:redstone_ore_molecule, item.contenttweaker.redstone_ore_molecule.name
contenttweaker:lapis_ore_proton, item.contenttweaker.lapis_ore_proton.name
contenttweaker:aquamarine_ore_molecule, item.contenttweaker.aquamarine_ore_molecule.name
contenttweaker:glitched_ore_atom, item.contenttweaker.glitched_ore_atom.name
contenttweaker:gold_ore_nucleus, item.contenttweaker.gold_ore_nucleus.name
contenttweaker:pulsatingiron_ore_molecule, item.contenttweaker.pulsatingiron_ore_molecule.name
contenttweaker:chaos_ore_electron, item.contenttweaker.chaos_ore_electron.name
contenttweaker:aquamarine_chipped_gem, item.contenttweaker.aquamarine_chipped_gem.name
contenttweaker:vibrantalloy_ore_electron, item.contenttweaker.vibrantalloy_ore_electron.name
contenttweaker:gold_ore_electron, item.contenttweaker.gold_ore_electron.name
contenttweaker:platinum_ore_nucleus, item.contenttweaker.platinum_ore_nucleus.name
contenttweaker:simple_alloy_base, Simple Alloy Base
contenttweaker:sodium_ore_neutron, item.contenttweaker.sodium_ore_neutron.name
contenttweaker:uranium_ore_proton, item.contenttweaker.uranium_ore_proton.name
contenttweaker:glitched_ore_electron, item.contenttweaker.glitched_ore_electron.name
contenttweaker:iridium_ore_electron, item.contenttweaker.iridium_ore_electron.name
contenttweaker:coal_ore_electron, item.contenttweaker.coal_ore_electron.name
contenttweaker:vibrantalloy_ore_atom, item.contenttweaker.vibrantalloy_ore_atom.name
contenttweaker:tin_ore_electron, item.contenttweaker.tin_ore_electron.name
contenttweaker:black_quartz_ore_neutron, item.contenttweaker.black_quartz_ore_neutron.name
contenttweaker:emerald_ore_molecule, item.contenttweaker.emerald_ore_molecule.name
contenttweaker:iron_ore_atom, item.contenttweaker.iron_ore_atom.name
contenttweaker:titanium_ore_atom, item.contenttweaker.titanium_ore_atom.name
contenttweaker:darksteel_ore_egg, item.contenttweaker.darksteel_ore_egg.name
contenttweaker:titanium_ore_egg, item.contenttweaker.titanium_ore_egg.name
contenttweaker:signalum_ore_atom, item.contenttweaker.signalum_ore_atom.name
contenttweaker:lapis_ore_nucleus, item.contenttweaker.lapis_ore_nucleus.name
contenttweaker:steel_ore_nucleus, item.contenttweaker.steel_ore_nucleus.name
contenttweaker:lumium_ore_neutron, item.contenttweaker.lumium_ore_neutron.name
contenttweaker:draconium_ore_atom, item.contenttweaker.draconium_ore_atom.name
contenttweaker:iridium_ore_neutron, item.contenttweaker.iridium_ore_neutron.name
contenttweaker:silicon_ore_atom, item.contenttweaker.silicon_ore_atom.name
contenttweaker:platinum_ore_molecule, item.contenttweaker.platinum_ore_molecule.name
contenttweaker:elementium_ore_neutron, item.contenttweaker.elementium_ore_neutron.name
contenttweaker:signalum_ore_electron, item.contenttweaker.signalum_ore_electron.name
contenttweaker:silver_ore_electron, item.contenttweaker.silver_ore_electron.name
contenttweaker:electrum_ore_molecule, item.contenttweaker.electrum_ore_molecule.name
contenttweaker:chaos_ore_proton, item.contenttweaker.chaos_ore_proton.name
contenttweaker:draconium_ore_molecule, item.contenttweaker.draconium_ore_molecule.name
contenttweaker:conductiveiron_ore_egg, item.contenttweaker.conductiveiron_ore_egg.name
contenttweaker:redstone_ore_neutron, item.contenttweaker.redstone_ore_neutron.name
contenttweaker:bronze_ore_molecule, item.contenttweaker.bronze_ore_molecule.name
contenttweaker:electricsteel_ore_proton, item.contenttweaker.electricsteel_ore_proton.name
contenttweaker:platinum_ore_atom, item.contenttweaker.platinum_ore_atom.name
contenttweaker:aluminum_clump, item.contenttweaker.aluminum_clump.name
contenttweaker:draconium_clump, item.contenttweaker.draconium_clump.name
contenttweaker:hard_iron_1, Carbon Enriched Iron
contenttweaker:tin_ore_nucleus, item.contenttweaker.tin_ore_nucleus.name
contenttweaker:lead_ore_atom, item.contenttweaker.lead_ore_atom.name
